Customer_ID,Name,Age,Gender,Email,Phone,Salary,Purchase_History,Signup_Date,Membership_Level,Feedback
4456,Hannah,40.0,M,user935@gmail.com,Invalid,,3,2020-06-13,VIP, Poor
8788, Eve  ,22.0,F,user957@gmail.com,Invalid,-5000.0,8,2020-06-14,Silver, Bad 
9599,Grace,50.0,F,user4352@gmail.com,+234802461265,50000.0,9,2020-06-15,Silver, Bad 
8650,Alice,50.0,F,,+234806188800,70000.0,13,2020-06-16,Silver,Excellent
3711, Frank  ,,Female,user1023@gmail.com,+234806944813,30000.0,2,2020-06-17,Gold,Excellent
2668,Frank,50.0,Male,user3263@gmail.com,+234804444777,70000.0,9,2020-06-18,VIP,Excellent
1147,David,22.0,M,user634@gmail.com,+234808981228,,2,2020-06-19,Unknown,Excellent
7420,Frank,35.0,Male,user3093@gmail.com,+234806069613,50000.0,-2,2020-06-20,VIP, Average
1365,Grace,,F,user2728@gmail.com,+234807481762,-5000.0,0,2020-06-21,VIP,Good
5531, David  ,,nan,user2052@gmail.com,+234804752647,50000.0,5,2020-06-22,VIP,Excellent
6330, Grace  ,22.0,nan,user3494@gmail.com,+234807579732,50000.0,6,2020-06-23,Silver, Bad 
6510, Alice  ,18.0,Male,user3888@gmail.com,+234806989189,,18,2020-06-24,nan,nan
9754,Charlie,50.0,UNKNOWN,user993@gmail.com,+234808091218,-5000.0,3,2020-06-25,nan,Good
9964,Charlie,35.0,nan,user475@gmail.com,+234805400282,2500000.0,12,2020-06-26,nan,Good
7493,Bob,60.0,nan,user2199@gmail.com,Invalid,-5000.0,11,2020-06-27,nan, Average
6439,Alice,50.0,Male,,Invalid,100000.0,15,2020-06-28,Silver, Poor
7511, Frank  ,18.0,Female,,+234801361535,150000.0,-3,2020-06-29,Gold,nan
8504,Alice,35.0,Female,user843@gmail.com,Invalid,150000.0,7,2020-06-30,nan,nan
2246,Eve,40.0,F,user3161@gmail.com,+234803706922,50000.0,0,2020-07-01,Silver,Good
4839,Charlie,50.0,M,user2129@gmail.com,+234805136935,150000.0,8,2020-07-02,Unknown, Average
9551,Frank,,UNKNOWN,user2907@gmail.com,+234806592827,100000.0,-5,2020-07-03,VIP, Average
3376,Grace,30.0,M,user1093@gmail.com,Invalid,50000.0,-2,2020-07-04,VIP, Average
4009,Grace,22.0,M,,+234809388384,100000.0,16,2020-07-05,nan,Excellent
2827, Charlie  ,18.0,UNKNOWN,user4794@gmail.com,+234801567646,30000.0,12,2020-07-06,Bronze,nan
7979,Alice,50.0,Female,,+234802449662,150000.0,5,2020-07-07,Silver, Poor
9569,Frank,,nan,,+234802424537,-5000.0,5,2020-07-08,Bronze,Excellent
5285,Bob,60.0,F,user4803@gmail.com,+234804025966,30000.0,2,2020-07-09,VIP, Bad 
7910,Grace,35.0,Male,user3030@gmail.com,+234805615690,50000.0,-2,2020-07-10,Silver, Poor
9561,Alice,18.0,Female,user420@gmail.com,+234805931548,-5000.0,-4,2020-07-11,nan,Excellent
3196,Bob,22.0,F,user1187@gmail.com,Invalid,70000.0,-5,2020-07-12,VIP, Poor
4747,Hannah,50.0,nan,user3695@gmail.com,+234808003749,2500000.0,18,2020-07-13,Bronze, Bad 
9843,Frank,,Female,user3895@gmail.com,+234807534369,70000.0,4,2020-07-14,nan,Excellent
6978, Charlie  ,35.0,UNKNOWN,user3582@gmail.com,+234803651150,,11,2020-07-15,Bronze, Poor
6607,Hannah,22.0,M,user1757@gmail.com,+234806724726,30000.0,1,2020-07-16,Platinum, Bad 
1769, Eve  ,35.0,UNKNOWN,,+234805727517,30000.0,1,2020-07-17,nan,nan
1780, Hannah  ,22.0,nan,user112@gmail.com,+234803408140,70000.0,7,2020-07-18,Platinum, Average
7303,David,50.0,Male,user1577@gmail.com,Invalid,50000.0,16,2020-07-19,Silver, Poor
4983, Charlie  ,30.0,UNKNOWN,,+234807249191,-5000.0,18,2020-07-20,Silver, Bad 
9714,Bob,25.0,nan,user1243@gmail.com,+234804512871,-5000.0,-5,2020-07-21,nan,nan
1521,Alice,,M,user367@gmail.com,+234804223399,-5000.0,-5,2020-07-22,Silver, Average
8569, Hannah  ,30.0,Female,user2386@gmail.com,+234807294606,,7,2020-07-23,Silver, Bad 
6784,Grace,25.0,F,user4915@gmail.com,+234808186853,30000.0,-5,2020-07-24,Silver,nan
5583,Frank,50.0,nan,user341@gmail.com,+234804500876,2500000.0,0,2020-07-25,Silver,nan
6946, Hannah  ,50.0,nan,user3037@gmail.com,+234801138279,,17,2020-07-26,Unknown,nan
5941, Charlie  ,50.0,Male,user2133@gmail.com,+234804587534,30000.0,19,2020-07-27,Silver,Good
7267,Grace,25.0,Female,user4294@gmail.com,+234809255110,100000.0,4,2020-07-28,Bronze, Bad 
8128,Grace,,nan,,+234802838898,-5000.0,15,2020-07-29,Bronze,Excellent
3461, Eve  ,18.0,nan,user263@gmail.com,Invalid,100000.0,-5,2020-07-30,Bronze,Excellent
1685, Frank  ,25.0,F,user3786@gmail.com,+234803839323,,19,2020-07-31,Unknown,Excellent
3160,Hannah,60.0,M,user4471@gmail.com,+234806235418,-5000.0,-1,2020-08-01,VIP,Excellent
8031,Bob,18.0,UNKNOWN,user4101@gmail.com,+234801633948,-5000.0,16,2020-08-02,nan,nan
6341,Frank,60.0,Female,user186@gmail.com,+234806445179,70000.0,19,2020-08-03,nan,nan
1038,Hannah,22.0,F,user1307@gmail.com,+234804278194,70000.0,-4,2020-08-04,Gold,Good
5875,Frank,,F,user3807@gmail.com,+234805980678,30000.0,-3,2020-08-05,VIP,Good
2256, Alice  ,,UNKNOWN,user2097@gmail.com,Invalid,2500000.0,17,2020-08-06,Silver,Good
8697, David  ,,Female,user4406@gmail.com,+234802852061,2500000.0,-3,2020-08-07,Gold, Average
3196,Hannah,40.0,Female,user2262@gmail.com,+234803067305,150000.0,12,2020-08-08,Bronze, Poor
8165,Grace,25.0,M,user1364@gmail.com,+234808228861,100000.0,17,2020-08-09,Bronze,Excellent
1301, Bob  ,,Female,user1773@gmail.com,+234807453021,100000.0,2,2020-08-10,Platinum, Poor
8527,Hannah,22.0,nan,user551@gmail.com,+234805171766,,3,2020-08-11,Silver,Excellent
7381,Hannah,50.0,UNKNOWN,,+234804086398,-5000.0,-4,2020-08-12,Silver,Excellent
1646,Alice,25.0,Female,user263@gmail.com,+234805986839,150000.0,-4,2020-08-13,Platinum,Excellent
9789,Grace,60.0,M,user541@gmail.com,+234803862066,,10,2020-08-14,VIP,Good
9853,David,60.0,F,user3952@gmail.com,+234806453523,70000.0,1,2020-08-15,Platinum,nan
5330,Alice,18.0,nan,user4880@gmail.com,+234809269285,70000.0,-2,2020-08-16,Unknown, Average
8003,David,50.0,Female,user2066@gmail.com,+234804926183,2500000.0,-1,2020-08-17,Silver,Excellent
4537,David,40.0,UNKNOWN,user526@gmail.com,+234802692502,150000.0,-5,2020-08-18,Unknown,Excellent
5558, David  ,60.0,Female,user4974@gmail.com,+234804941240,150000.0,16,2020-08-19,Unknown,Excellent
7579,Alice,,Male,user1374@gmail.com,+234805705079,70000.0,4,2020-08-20,Unknown, Bad 
9474,Frank,18.0,M,user3646@gmail.com,+234805856916,50000.0,7,2020-08-21,Bronze,Excellent
5082,Hannah,30.0,F,user2565@gmail.com,+234801532580,-5000.0,18,2020-08-22,Platinum,Good
5183,David,35.0,Male,user1709@gmail.com,Invalid,100000.0,9,2020-08-23,Gold,Good
9652,Frank,18.0,UNKNOWN,user4035@gmail.com,+234807467214,100000.0,-5,2020-08-24,Bronze, Poor
4754,Hannah,18.0,Female,user4085@gmail.com,+234809467445,,12,2020-08-25,VIP,nan
2724,Grace,60.0,M,user4322@gmail.com,+234808114563,100000.0,17,2020-08-26,Bronze,nan
2376, Hannah  ,25.0,nan,user162@gmail.com,+234807024421,,8,2020-08-27,VIP,Good
9706, Grace  ,50.0,Female,user4804@gmail.com,+234809548819,150000.0,12,2020-08-28,Bronze, Poor
9894,Bob,30.0,Female,user3170@gmail.com,+234808448938,150000.0,19,2020-08-29,Silver, Average
2653,Eve,,Female,user2039@gmail.com,+234802628795,50000.0,16,2020-08-30,nan, Bad 
3066,Frank,25.0,nan,user4708@gmail.com,+234806836257,-5000.0,6,2020-08-31,Unknown,Good
1022,Hannah,22.0,Female,user3134@gmail.com,+234808881376,150000.0,6,2020-09-01,nan,Excellent
3460,Grace,60.0,M,user4936@gmail.com,+234803668034,-5000.0,-1,2020-09-02,VIP, Average
6926,Eve,50.0,nan,user1637@gmail.com,+234807764171,70000.0,1,2020-09-03,VIP,Excellent
7251, David  ,,nan,user1731@gmail.com,+234801154864,50000.0,18,2020-09-04,Platinum, Poor
8295,Eve,,Male,user1426@gmail.com,+234809115741,70000.0,7,2020-09-05,Bronze, Poor
4300,Eve,25.0,UNKNOWN,user4045@gmail.com,+234807744732,70000.0,3,2020-09-06,VIP, Bad 
7279,David,,nan,user2202@gmail.com,+234806677825,,0,2020-09-07,VIP, Average
9553,Frank,50.0,Male,user3830@gmail.com,+234804966814,-5000.0,15,2020-09-08,Bronze, Poor
8353, Hannah  ,22.0,M,user4638@gmail.com,+234807437739,70000.0,1,2020-09-09,Bronze,Excellent
4727, David  ,22.0,UNKNOWN,user3356@gmail.com,+234806743371,-5000.0,12,2020-09-10,Gold,nan
7272,Bob,,nan,,+234803671496,50000.0,9,2020-09-11,Platinum,Good
6995, Charlie  ,22.0,F,user1032@gmail.com,+234808655037,30000.0,2,2020-09-12,VIP,Good
1514,Hannah,25.0,Male,user734@gmail.com,+234801472149,150000.0,14,2020-09-13,Bronze,nan
1448, Alice  ,,M,user425@gmail.com,+234807789807,,10,2020-09-14,VIP, Average
7019,David,25.0,M,,+234802651814,-5000.0,11,2020-09-15,Gold, Average
6343,David,22.0,M,user4658@gmail.com,+234807779262,150000.0,-3,2020-09-16,Gold, Poor
9033,Eve,40.0,UNKNOWN,user1935@gmail.com,+234807889149,70000.0,7,2020-09-17,VIP,Good
3520,Bob,35.0,Female,user4543@gmail.com,+234806315525,70000.0,3,2020-09-18,Platinum,nan
4081, Grace  ,,F,user3942@gmail.com,Invalid,100000.0,14,2020-09-19,Silver, Bad 
2428,Grace,60.0,UNKNOWN,user2558@gmail.com,Invalid,2500000.0,9,2020-09-20,nan,nan
4967,Eve,50.0,UNKNOWN,user4139@gmail.com,+234806853764,-5000.0,10,2020-09-21,VIP, Bad 
7445,Frank,,nan,,+234807863529,2500000.0,10,2020-09-22,Gold,nan
3159,Hannah,25.0,Male,user1348@gmail.com,+234809449475,,13,2020-09-23,Platinum,nan
6132,David,35.0,F,,Invalid,,-2,2020-09-24,Unknown,nan
3547,Hannah,35.0,M,user54@gmail.com,+234803586515,2500000.0,13,2020-09-25,Bronze,nan
3979,Hannah,40.0,UNKNOWN,user2464@gmail.com,+234806060745,50000.0,13,2020-09-26,nan,nan
3649, David  ,30.0,F,user410@gmail.com,+234806919906,30000.0,-4,2020-09-27,Unknown,nan
9505,Eve,30.0,Male,user684@gmail.com,+234802626293,50000.0,0,2020-09-28,Platinum, Bad 
4083, Hannah  ,25.0,Female,user3122@gmail.com,+234801755096,50000.0,7,2020-09-29,Platinum, Bad 
2037,David,35.0,F,,Invalid,50000.0,9,2020-09-30,nan, Poor
4489,Frank,40.0,M,user4237@gmail.com,+234801542476,2500000.0,4,2020-10-01,nan,nan
8604,Hannah,60.0,UNKNOWN,user4765@gmail.com,+234809627234,30000.0,16,2020-10-02,VIP,Excellent
8544,Charlie,60.0,Female,user3037@gmail.com,+234805575321,50000.0,4,2020-10-03,Platinum, Bad 
3634,Alice,,Male,user4126@gmail.com,+234802894237,150000.0,-2,2020-10-04,Bronze, Poor
4983,Alice,,M,user2191@gmail.com,+234809007663,,8,2020-10-05,nan, Bad 
2778, Alice  ,50.0,Female,,+234809283751,30000.0,2,2020-10-06,Unknown, Bad 
8902,Charlie,40.0,nan,user1961@gmail.com,+234807585593,70000.0,0,2020-10-07,VIP,nan
6110,David,,nan,user4826@gmail.com,+234806830254,100000.0,6,2020-10-08,Gold,Excellent
6189,Eve,22.0,Male,user3289@gmail.com,+234806394653,100000.0,2,2020-10-09,nan, Bad 
8378,Grace,60.0,M,user4613@gmail.com,Invalid,-5000.0,0,2020-10-10,Bronze, Poor
2124,Bob,25.0,UNKNOWN,user221@gmail.com,+234805811900,150000.0,9,2020-10-11,VIP,nan
1697, David  ,40.0,Male,user54@gmail.com,Invalid,,19,2020-10-12,nan, Poor
3179,Charlie,35.0,Female,user1502@gmail.com,Invalid,100000.0,13,2020-10-13,VIP,Good
6251,Hannah,18.0,M,,+234806844405,150000.0,8,2020-10-14,nan, Average
2929,Frank,18.0,nan,user173@gmail.com,+234809472333,150000.0,-3,2020-10-15,Silver, Bad 
2013,Charlie,60.0,nan,user4059@gmail.com,+234807698704,100000.0,12,2020-10-16,Bronze,nan
1226,Hannah,40.0,F,user1865@gmail.com,+234803323744,100000.0,4,2020-10-17,Platinum, Bad 
8321, Grace  ,,M,user2851@gmail.com,+234808480385,150000.0,8,2020-10-18,Bronze, Poor
2828,Alice,,Female,user3393@gmail.com,+234805116525,2500000.0,8,2020-10-19,nan, Bad 
8909, David  ,40.0,Female,,+234802745247,150000.0,16,2020-10-20,Bronze,nan
6588,Grace,50.0,F,user4218@gmail.com,+234802748771,70000.0,1,2020-10-21,Silver, Poor
3023,Alice,60.0,Female,user4078@gmail.com,+234808683917,100000.0,1,2020-10-22,nan,Good
5966,Bob,22.0,M,user2974@gmail.com,+234806311544,50000.0,15,2020-10-23,Platinum,nan
6891,Hannah,,nan,user2763@gmail.com,+234808424816,150000.0,16,2020-10-24,Unknown, Bad 
2080,Hannah,40.0,Male,user4203@gmail.com,+234803686485,,17,2020-10-25,Silver,nan
6036, Frank  ,50.0,nan,user3699@gmail.com,+234806848331,,5,2020-10-26,Silver,nan
3563,Alice,18.0,nan,user2680@gmail.com,+234808468236,-5000.0,12,2020-10-27,Silver,Good
4292,Bob,,M,user2282@gmail.com,+234807575920,150000.0,4,2020-10-28,nan,Good
4586,Hannah,25.0,Female,user749@gmail.com,+234805007384,,9,2020-10-29,Bronze, Average
5431, Charlie  ,60.0,F,user1460@gmail.com,+234806731530,70000.0,6,2020-10-30,Unknown, Poor
7841,Alice,,F,user4815@gmail.com,+234804574016,-5000.0,17,2020-10-31,Silver,Good
7643,Alice,22.0,UNKNOWN,user1495@gmail.com,+234806863107,70000.0,11,2020-11-01,Gold, Poor
4959,Eve,50.0,F,user4060@gmail.com,+234806530255,150000.0,16,2020-11-02,Platinum, Average
1161,Frank,18.0,F,user4224@gmail.com,Invalid,2500000.0,18,2020-11-03,Unknown, Poor
1593,Frank,22.0,Female,user3658@gmail.com,+234808972302,-5000.0,11,2020-11-04,Platinum,nan
4390,Grace,,Male,user633@gmail.com,+234804263549,100000.0,-5,2020-11-05,Unknown, Average
6997,Charlie,30.0,Male,user3797@gmail.com,+234802543910,50000.0,0,2020-11-06,Silver, Bad 
7354,Eve,25.0,Female,user989@gmail.com,+234805937813,100000.0,15,2020-11-07,Unknown, Average
1663,Grace,,F,user688@gmail.com,+234807555987,,9,2020-11-08,Bronze, Average
1541,Bob,60.0,M,user4684@gmail.com,+234804124223,2500000.0,13,2020-11-09,Unknown, Average
6433,Grace,,nan,user2118@gmail.com,+234802079431,-5000.0,8,2020-11-10,nan,Excellent
6093,Bob,35.0,nan,user1306@gmail.com,+234808778926,50000.0,4,2020-11-11,VIP,Good
1867,Charlie,35.0,Male,user3115@gmail.com,+234806087099,,4,2020-11-12,nan, Poor
9623,Hannah,18.0,Female,user1847@gmail.com,+234805462880,50000.0,17,2020-11-13,VIP,nan
6469, Frank  ,40.0,M,user464@gmail.com,Invalid,150000.0,1,2020-11-14,Bronze, Poor
7256,Hannah,,F,user3861@gmail.com,+234808147691,30000.0,1,2020-11-15,Silver,Excellent
2169,Bob,35.0,Female,user4435@gmail.com,Invalid,2500000.0,8,2020-11-16,Silver, Bad 
1830,Charlie,50.0,Male,user2812@gmail.com,+234809468097,70000.0,9,2020-11-17,Gold,nan
2651,Hannah,30.0,M,,+234808715387,-5000.0,16,2020-11-18,VIP,Good
2136,Grace,18.0,M,user4115@gmail.com,+234808988422,70000.0,14,2020-11-19,VIP,Good
3810,Bob,25.0,Male,user1574@gmail.com,+234806361891,-5000.0,3,2020-11-20,Platinum,Good
9667,David,,M,user1785@gmail.com,+234808753253,2500000.0,9,2020-11-21,Silver,Good
2019, Alice  ,,nan,user2228@gmail.com,+234808675918,150000.0,3,2020-11-22,Bronze,Excellent
6237,Grace,35.0,Male,user3489@gmail.com,Invalid,,17,2020-11-23,Silver, Poor
2283, Frank  ,18.0,nan,user2551@gmail.com,Invalid,,1,2020-11-24,Silver, Bad 
1659, Hannah  ,35.0,Female,user4833@gmail.com,+234809952547,30000.0,18,2020-11-25,Gold,nan
3010,Grace,,UNKNOWN,user3093@gmail.com,+234804375152,100000.0,5,2020-11-26,Unknown,nan
9590,David,60.0,F,user1876@gmail.com,+234808208687,-5000.0,-1,2020-11-27,Unknown, Bad 
2733,Charlie,22.0,Female,user3743@gmail.com,+234806812980,50000.0,3,2020-11-28,Bronze, Bad 
3125, Charlie  ,,nan,user2295@gmail.com,+234807981149,150000.0,0,2020-11-29,Gold,Excellent
3171,Grace,18.0,F,user4104@gmail.com,+234805587691,30000.0,1,2020-11-30,Gold,Excellent
9266,David,50.0,F,user2623@gmail.com,+234806668979,150000.0,17,2020-12-01,Gold, Average
4471,Hannah,35.0,nan,user4814@gmail.com,+234808311575,30000.0,19,2020-12-02,Unknown,Excellent
6624,Grace,35.0,nan,user4609@gmail.com,+234807467439,,17,2020-12-03,Gold,Good
9691,Alice,40.0,Male,user4864@gmail.com,+234806573092,,8,2020-12-04,Silver, Poor
9329,Alice,30.0,UNKNOWN,user2284@gmail.com,+234806491049,100000.0,13,2020-12-05,Unknown, Bad 
3097, Eve  ,25.0,nan,user2522@gmail.com,+234803402379,-5000.0,16,2020-12-06,Unknown,Excellent
6068,Bob,35.0,F,,+234808340974,2500000.0,16,2020-12-07,Platinum, Poor
7397, Eve  ,50.0,F,user3930@gmail.com,+234806784899,-5000.0,5,2020-12-08,Silver,Good
3757,Hannah,25.0,Female,,+234809513140,2500000.0,1,2020-12-09,Gold,Excellent
4920, Alice  ,30.0,UNKNOWN,user1211@gmail.com,+234807207361,150000.0,0,2020-12-10,Gold,Excellent
9186,David,40.0,UNKNOWN,user4083@gmail.com,+234803480550,150000.0,-2,2020-12-11,Platinum, Poor
2900,Bob,35.0,F,user3935@gmail.com,+234809098231,100000.0,8,2020-12-12,VIP,nan
3610,Hannah,25.0,UNKNOWN,user3148@gmail.com,+234809649579,,16,2020-12-13,nan,nan
7900,David,25.0,Female,user228@gmail.com,+234801471052,2500000.0,-3,2020-12-14,Bronze,Good
2449, Hannah  ,60.0,Male,user4628@gmail.com,Invalid,70000.0,11,2020-12-15,Gold,Excellent
9738,Eve,25.0,F,user2966@gmail.com,+234807830858,100000.0,9,2020-12-16,nan, Poor
6017, Charlie  ,,M,user1761@gmail.com,+234804942782,30000.0,-5,2020-12-17,Gold,Good
8999,David,30.0,F,user1734@gmail.com,+234808024421,,15,2020-12-18,Silver,Excellent
7052,Eve,50.0,F,user2566@gmail.com,+234807266762,150000.0,5,2020-12-19,Gold,nan
3096,Eve,40.0,Male,user1661@gmail.com,+234802652306,150000.0,7,2020-12-20,Gold,Excellent
9895, Eve  ,30.0,nan,user2929@gmail.com,+234803525826,50000.0,18,2020-12-21,Bronze, Bad 
7404, Charlie  ,22.0,nan,user3308@gmail.com,+234802349214,50000.0,-3,2020-12-22,nan, Average
4331,Charlie,,M,user1991@gmail.com,+234806868320,70000.0,7,2020-12-23,Silver,Good
8462, Grace  ,40.0,M,user4055@gmail.com,+234807922262,150000.0,12,2020-12-24,nan, Poor
6105,Charlie,22.0,M,user2113@gmail.com,+234803062562,,18,2020-12-25,VIP, Bad 
3978,Bob,25.0,nan,user15@gmail.com,+234804864191,150000.0,3,2020-12-26,Gold,Excellent
3839, Charlie  ,30.0,Male,user1995@gmail.com,+234804422967,2500000.0,19,2020-12-27,Gold, Poor
4384,Charlie,50.0,UNKNOWN,user12@gmail.com,+234801270028,150000.0,-4,2020-12-28,VIP, Bad 
1685,Charlie,40.0,M,user1788@gmail.com,+234803534575,30000.0,2,2020-12-29,Platinum, Bad 
8531, Hannah  ,,UNKNOWN,user1602@gmail.com,+234802309721,70000.0,-4,2020-12-30,nan,nan
5283,David,22.0,Female,user1099@gmail.com,+234801332908,30000.0,17,2020-12-31,VIP,nan
8736,Charlie,60.0,Male,user872@gmail.com,+234802275038,-5000.0,18,2021-01-01,VIP, Average
8710,Bob,,UNKNOWN,user4992@gmail.com,+234803367260,2500000.0,-5,2021-01-02,Silver,nan
2619,Hannah,,nan,user1637@gmail.com,Invalid,50000.0,18,2021-01-03,Unknown, Bad 
7868,Eve,60.0,nan,user2477@gmail.com,+234808099781,2500000.0,-3,2021-01-04,VIP,Good
2431, David  ,,M,user1330@gmail.com,+234806192673,30000.0,11,2021-01-05,Silver, Average
5713,Alice,18.0,M,,+234808099380,50000.0,1,2021-01-06,Unknown, Average
5998, Hannah  ,18.0,UNKNOWN,user883@gmail.com,+234808398804,-5000.0,4,2021-01-07,VIP,Excellent
1162,Charlie,40.0,nan,,+234802671468,100000.0,13,2021-01-08,nan,Excellent
2974,Hannah,,UNKNOWN,user3817@gmail.com,+234803937854,-5000.0,18,2021-01-09,Gold,Good
4291,Grace,50.0,Female,user1971@gmail.com,+234802513675,50000.0,3,2021-01-10,Gold, Poor
9461,Grace,25.0,Male,user1587@gmail.com,+234802297938,150000.0,12,2021-01-11,Unknown,nan
1631,Hannah,18.0,nan,user4375@gmail.com,+234809930373,-5000.0,9,2021-01-12,Platinum,nan
1905,Eve,22.0,F,user2065@gmail.com,+234805908578,50000.0,11,2021-01-13,Unknown,Good
3014,Eve,60.0,nan,,+234809711252,-5000.0,18,2021-01-14,nan, Average
8896,David,30.0,Female,user3458@gmail.com,+234806544841,150000.0,16,2021-01-15,VIP,Excellent
1204,Grace,,nan,user3652@gmail.com,+234804454952,70000.0,11,2021-01-16,Bronze,Good
1581,Alice,50.0,Female,,Invalid,150000.0,13,2021-01-17,VIP,Excellent
6675,Frank,22.0,nan,user804@gmail.com,Invalid,-5000.0,3,2021-01-18,Unknown,Good
6347,Grace,,Female,user2652@gmail.com,+234803631883,2500000.0,19,2021-01-19,nan,nan
3643,Hannah,60.0,M,user3979@gmail.com,+234802526741,150000.0,0,2021-01-20,Bronze,Good
9017,Grace,22.0,UNKNOWN,user4215@gmail.com,+234803278145,150000.0,13,2021-01-21,nan, Bad 
3297,Bob,60.0,nan,user4716@gmail.com,+234802525562,70000.0,2,2021-01-22,nan,Good
1874,Frank,50.0,Male,user3624@gmail.com,+234804777102,,0,2021-01-23,Unknown,Excellent
6560,Eve,,M,,Invalid,-5000.0,11,2021-01-24,VIP,Good
1689,Frank,25.0,Female,user942@gmail.com,+234802064316,,0,2021-01-25,Silver, Poor
5000, Grace  ,25.0,Male,user2777@gmail.com,+234805870175,-5000.0,7,2021-01-26,Gold,nan
1671, Eve  ,35.0,M,user2965@gmail.com,+234805640297,50000.0,15,2021-01-27,nan,nan
8927,Frank,18.0,F,user4677@gmail.com,Invalid,100000.0,18,2021-01-28,nan, Bad 
2171,Eve,40.0,nan,user2976@gmail.com,+234808615643,,-4,2021-01-29,Bronze,Good
6591,Eve,30.0,nan,user4546@gmail.com,+234802833844,50000.0,6,2021-01-30,Bronze, Poor
7342,David,60.0,Female,user4575@gmail.com,+234804498524,70000.0,1,2021-01-31,VIP,Excellent
2449,Alice,35.0,M,user2022@gmail.com,+234809509080,2500000.0,0,2021-02-01,Gold, Poor
3539, Eve  ,35.0,M,user294@gmail.com,+234803195212,,11,2021-02-02,nan,nan
4959,Bob,35.0,Female,user1670@gmail.com,+234805423795,,2,2021-02-03,Platinum, Bad 
7285, Grace  ,60.0,F,user847@gmail.com,+234804487422,150000.0,0,2021-02-04,Bronze,Excellent
6432,Grace,50.0,nan,,+234808401709,2500000.0,13,2021-02-05,Gold,Good
5260,Bob,60.0,UNKNOWN,user1151@gmail.com,+234803585096,2500000.0,15,2021-02-06,Gold,Good
3361,Charlie,25.0,F,user4676@gmail.com,+234806679649,-5000.0,17,2021-02-07,nan, Poor
7164,Eve,60.0,Female,user2093@gmail.com,+234807696143,150000.0,3,2021-02-08,Bronze,Good
4670,Hannah,50.0,UNKNOWN,user3200@gmail.com,+234805847303,50000.0,14,2021-02-09,Silver,Excellent
2753,Eve,,M,user3068@gmail.com,+234808656235,150000.0,10,2021-02-10,Unknown,nan
9100, Eve  ,25.0,F,user946@gmail.com,+234802450381,2500000.0,12,2021-02-11,Silver,Excellent
2938,Hannah,,F,user3381@gmail.com,+234801696674,50000.0,13,2021-02-12,VIP,Good
9562,Frank,22.0,nan,user240@gmail.com,+234809246671,30000.0,1,2021-02-13,nan, Poor
6976, Eve  ,,nan,user2071@gmail.com,+234809531908,-5000.0,2,2021-02-14,Unknown,Good
7588,Eve,40.0,UNKNOWN,,+234801865733,30000.0,15,2021-02-15,Unknown,nan
9616,Bob,,M,user726@gmail.com,+234802330679,100000.0,13,2021-02-16,VIP, Average
7304,Alice,25.0,F,user1474@gmail.com,+234805589849,-5000.0,-5,2021-02-17,Gold,Good
8345, Alice  ,,UNKNOWN,user4762@gmail.com,+234806058378,,7,2021-02-18,nan, Bad 
8875,Charlie,18.0,F,user4696@gmail.com,Invalid,30000.0,-5,2021-02-19,Bronze,Good
7633,Bob,,nan,user856@gmail.com,+234806020491,50000.0,5,2021-02-20,Silver,nan
1597,Eve,30.0,M,user2428@gmail.com,+234809773284,150000.0,-4,2021-02-21,Gold, Average
4062,Alice,40.0,M,user3459@gmail.com,+234801756011,150000.0,15,2021-02-22,nan, Bad 
3336,David,22.0,Male,user4554@gmail.com,+234806224402,,-3,2021-02-23,Silver, Poor
1572, David  ,50.0,UNKNOWN,user3783@gmail.com,+234802734476,-5000.0,7,2021-02-24,Bronze, Bad 
8521,David,30.0,nan,user1764@gmail.com,+234804325572,2500000.0,1,2021-02-25,Silver,Excellent
7171,Eve,30.0,nan,user3386@gmail.com,+234803262428,30000.0,-4,2021-02-26,Platinum,nan
8097,Eve,30.0,nan,user4286@gmail.com,Invalid,100000.0,-4,2021-02-27,nan, Average
3090, Hannah  ,50.0,Female,user1479@gmail.com,+234801147778,2500000.0,-3,2021-02-28,VIP,Excellent
7566,Charlie,18.0,F,user4220@gmail.com,+234802871965,100000.0,7,2021-03-01,Unknown,Excellent
5624,Grace,18.0,M,user4603@gmail.com,+234806086308,100000.0,6,2021-03-02,Silver, Bad 
2633,Charlie,50.0,F,user1094@gmail.com,+234806312545,100000.0,-5,2021-03-03,Bronze, Bad 
2517,Charlie,,F,user4944@gmail.com,+234809104704,150000.0,12,2021-03-04,nan,Excellent
4648,Frank,60.0,Female,user1537@gmail.com,+234801209156,2500000.0,-1,2021-03-05,Bronze,nan
2537,David,60.0,M,user3678@gmail.com,+234803079172,150000.0,13,2021-03-06,Platinum, Poor
4137,Eve,18.0,Male,user657@gmail.com,+234803471289,150000.0,4,2021-03-07,Bronze,Good
7985, David  ,25.0,nan,user4534@gmail.com,+234803619695,-5000.0,0,2021-03-08,Platinum,Good
1097,Charlie,50.0,UNKNOWN,user1975@gmail.com,+234801648907,2500000.0,12,2021-03-09,Gold, Average
4750,Eve,18.0,F,user2119@gmail.com,Invalid,50000.0,9,2021-03-10,Silver, Bad 
9535,Bob,25.0,Female,user4734@gmail.com,+234803755203,100000.0,8,2021-03-11,Bronze,Good
9174, Hannah  ,60.0,Female,,+234804065534,2500000.0,18,2021-03-12,VIP, Poor
